fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.8298a23e781261b2b73b721987a4f9d,"Airplane,rankAirplanes",n2694015,"airplane,aeroplane,plane","0\,0\,1","0\,1\,0",1.2924778914831457E-4,"27.503931\,4.4614277\,15.249458",false,5.7E-5,7.0E-5,4.2E-5,,,bomber b   warplane,airplane war
wss.82a0ba979f437d0730d32956603b1f19,Fireplace,n3351301,"fireplace,hearth,open fireplace","0\,0\,1","-1\,0\,0",0.029847951888248556,"233.96494\,117.51167\,94.0094",true,0.328632,1.106312,1.547236,566.4881497347112,8682.350312666782,barbecue grill,"asado,barbecue,fireplace,gril,parrilla"
wss.82a1545cc0b3227ede650492e45fb14f,"Table,DiningTable",n3205892,"dining table,board","0\,0\,1","0\,-1\,0",0.028215717994322362,"169.29431\,84.647156\,103.23764",false,0.067919,0.16091,0.056677,56.97869176612062,677.1636012979642,training table,"constrained,dc,dynamic component,scale,table,training table"
wss.82a168f7c5b8899a79368d1198f406e7,Couch,n4263630,"sofa,couch,lounge",,,0.01814794625000249,"203.257\,29.036715\,136.10959",false,0.111198,0.358376,0.005295,176.15455235359963,1672.5772430833463,monterey     back outdoor wicker sofa,"allegro classics,monterey,outdoor wicker sofa"
wss.82ac145a471e406f35836c728d324152,"Chair,rankChairs",n2741540,armchair,"0\,0\,1","-1\,0\,0",0.019230943793950805,"49.97026\,82.33272\,129.42157",false,0.018415,0.06202,0.001534,21.812411447606998,217.15322681911195,kare       relax chair soso chrome  imitation leather white  liege soso chrom ledertex wei szlig,"design,kare,lifestyle,living,living room,relax chair,relaxliege,trendy,wohnen,wohnzimmer"
wss.82b9111b3232904eec3b2e05ce8fd39b,Speaker,n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,0.015652357451198848,"70.42809\,27.812517\,29.312637",false,0.010561,0.049861,0.201505,,,loaded  subwoofer enclosure for          s,"box,enclosure,hertz,hz,loaded,memphis,memphis mojo,mojo,port,quality,sound,speaker,speaker box,speakers,spl,subwoofer"
wss.82be6ebb758ab80803e8b177cdfdfb,"_StanfordSceneDBModels,Cabinet",n2936496,cabinet,"0\,0\,1","1\,0\,0",0.03168705661613679,"109.68988\,101.49109\,79.96863",true,0.124055,0.600004,0.010942,83.39511920209469,824.5749981397121,crash supply cart,"cart,casters,crash,equipment,hospital,medical,supply,wheels"
wss.82c0da526314cd4dfaa6a731a795fa25,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.04873289690218858,"82.5005\,108.01819\,100.713066",true,0.085436,0.542913,0.017946,59.57917868437288,1304.6641694158498,night stand,"drawer,fioke,furniture,komodica,night,night stand,nocni stocic,stand wood,stocic"
wss.82ca3803ff56a684e902acf138e668e2,"Chair,AccentChair",n3005231,chair,"0\,0\,1","0\,-1\,0",0.022892508435021375,"54.076683\,106.82308\,88.14165",false,0.02028,0.020991,0.271698,24.021488143223998,239.14566602723815,flexible office chair,"bed,bed time,bedroom,brown,brown furniture,chair,chair to match sofa,comfort,comfortable chair,contemporary chair,deck chair,furniture,futon,good sleep,house,inervative,king,king size,king size bed,lounge,modern,modern chair,night,night time,office chair,office furniture,pine,pine furniture,sleep,sleeping,soffa,wooden,wooden chair,wooden furniture"
wss.82d25519070e3d5d6f1ad7def14e2855,Couch,n4263630,"sofa,couch,lounge",,,0.016173187467130676,"188.64487\,59.76009\,146.72314",false,0.157903,0.624079,0.063641,250.14237918209358,2375.0873614146803,l shape sofa,*
wss.82d41593c2312575d41bd55b2b039aa,"Chair,OfficeChair",n3005231,chair,"0\,0\,1","1\,0\,0",0.010047030591007517,"65.547424\,97.38205\,62.672874",false,0.008913,0.029302,0.004631,10.5573729694554,105.10381268741489,office chair stool stuhl b uuml ro,"barhocker,bett,cell,cellphone,chair,couch,fernseher,furniture,glas,glass,handy,hocker,kommode,mobel,moebel,phone,sessel,stool,stuhl,tisch,tish,tv,wohnzimmer"
wss.82d41dbec488fc762a08194fd3f4120d,"Lamp,WallLamp",n4155768,sconce,,,0.09263621508135017,"54.423767\,67.161255\,61.3713",true,0.010321,0.142014,0.008782,22.18673329136686,219.72626745581988,craftsman sconce,"arroyo craftsman,light,lighting,sconce,wall light"
wss.82d567ba58024c5cab0b172d4dea80cd,"Computer,Laptop,_PilotStudyModels,_StanfordSceneDBModels,_SceneGalleryModels",n3648120,"laptop,laptop computer","0\,0\,1","0\,1\,0",0.031970982108196905,"40.28248\,21.809326\,30.453863",false,0.001186,0.001156,0.100041,,,concept apple macbook pro   in,"air,apple,apple i,apple ibook,apple interactive television box,blueberry,blueberry clamshell,book,bookair,box,chromatic,clamshell,classic,computer,computers,cube,design,detailed,gen,generation,ibook,inc,interactive television box,ipod,keyboard,laptop,mac,macair,macbook,macbookair,macintosh,nano,new,notebook,old computer,open,performance,powemac,quicktake,touch"
wss.82d688dc2943b9fffc69f56958b7ca9d,"Fish,_Attributes",n2559813,"yellow perch,Perca flavescens","0\,0\,1","-1\,0\,0",0.016756728313426523,"10.756898\,16.53321\,36.878174",false,2.68E-4,0.001085,2.5E-5,,,yellow perch,"animal,birdman,fish,fishing,lake,perch,pond,river,swim,water,yellow"
wss.82d8391c62e197161282d4d9178caa92,"Chair,rankChairs",n3005231,chair,"0\,0\,1","1\,0\,0",0.0029324218213430822,"81.34493\,106.42406\,89.8965",false,0.039326,0.308587,0.003111,46.5813137436108,463.73976638003785,sofa,"cadeira,casa,chair,house,movel,sofa,sonneborn"
wss.82e26830f3822c7587ed298c5beca12e,"Table,EndTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.03078770027861922,"54.036137\,86.09964\,40.05509",false,0.015536,0.041447,0.004434,13.03348039986528,154.89647535689824,table de nuit des jumelles,"night table,table de chevet,table de nuit"
wss.82efd3fc01b0c6f34500047017815f5f,Couch,n4263630,"sofa,couch,lounge",,,0.025885573926226247,"207.0846\,84.12812\,103.5423",false,0.140496,0.628192,0.014658,222.56704246003827,2113.261140885968,dwr sliding sofa,"dwr,sliding sofa,sofa"
wss.82f323529563fca65706d1c54190f27a,Vase,n4529463,vase,,,0.0830403075056425,"35.724792\,62.54405\,35.724762",true,0.006328,0.044881,0.050712,14.978470467548002,378.30533398737987,vase,"pot,vase"
wss.82ff5d6c758ae35d18ca2b0c0c41981e,"Bed,LoftBed",n2821967,bed,"0\,0\,1","-1\,0\,0",0.002848961825299878,"228.98532\,188.81496\,127.134926",false,0.297088,1.574644,2.546826,180.15721013452801,1606.9406126068163,the burger bed,"bed,buns,burger,burgerking,burgers,cheese,lettuce,lexi,meat"
wss.8302f9cd5e454de85d878ba9ec3c0d6a,Vase,n4529463,vase,,,0.02426305454969264,"37.81398\,60.052273\,37.813972",true,0.006126,0.026041,0.042063,14.500333451991002,366.2292155509938,large vase,"elegant,large,pottery,stylish,vase"
wss.8304302c8b4179ba98d5fc0473d00a1c,"Cabinet,CurioCabinet",n3022003,"china cabinet,china closet",,,0.025598242123007167,"96.28088\,248.42378\,40.513885",true,0.266564,0.743095,0.247099,179.1958127845486,1771.8109693612853,kare       cabana libraryelement showcase  cabana bibliothekelement vitrine,"bibliothek,design,garderobe,hall,kare,library element,lifestyle,living,living room,office,trendy,wohnen,wohnzimmer"
wss.8309e710832c07f91082f2ea630bf69e,"Bottle,BeerBottle,_OIMwhitelist",n2826570,beer bottle,,,0.03737375592874319,"8.69407\,33.59314\,8.69407",true,1.89E-4,0.001387,0.003919,0.4267432654128,6.7527032430062635,beer bottle,*
wss.8309ee3f60983735c9fb11be9be46c4a,"MediaStorage,TvStand",n4308138,stand,,,0.026329173284705725,"154.35478\,36.249744\,57.265953",true,0.051556,0.140221,0.01396,36.01375221544256,604.9787516531228,ikea lack tv stand,"ikea,lack,tv,tv stand"
wss.83215aac91958278ee2b478fec745c0a,"WallClock,_StanfordSceneDBModels,_Attributes,Clock",n4555566,wall clock,,,0.0086547912771236,"71.548386\,71.5483\,3.0666606",true,0.004727,0.013318,0.002718,,,wall clock,"clock,decorative,furniture,home decor,interior,time,wall,yamenah"
wss.83260a9b58d7bbfc35836c728d324152,"WallClock,Clock",n3050242,clock,"0\,0\,1","0.7071067690849304\,-0.7071067690849304\,0",0.026030750851403692,"63.436768\,64.487656\,17.975443",true,0.003107,0.009479,0.002538,,,kare       wall clock oxford classics  wanduhr oxford classics,"design,dining room,esszimmer,kare,kitchen,lifestyle,living,speisen,trendy,wall clock,wanduhr,wohnen"
wss.8332045fca7a06c6a993c21df977db95,Mirror,n3778568,mirror,,,0.08852072355210241,"85.042725\,116.73494\,46.190186",true,0.011918,0.019836,9.98E-4,,,bathroom makeup mirror,"bathroom,make up,makeup,mirror"
wss.833350ce7b35371f9b94635237f2bb11,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.004117938110503376,"67.46253\,47.369873\,67.46253",true,0.016653,0.041197,8.06E-4,42.964740000000006,286.31702736000005,crystal chandelier,"ballroom,ceiling,chandelier,fancy,lamp,light,lighting,luxurious"
wss.83493f5bd64fce6f8263ef2da4c4e63f,"WallArt,Poster",n6806283,"poster,posting,placard,notice,bill,card","0\,0\,1","0\,-1\,0",0.0247344092481399,"74.20294\,103.88452\,4.9468994",true,0.01037,0.044008,0.042354,12.564554832212801,287.60801945699814,akira movie poster,"akira,crm,film,movie,poster,ska,skag"
wss.834f0fbcc44a87f5824080f516909671,Cabinet,n2936496,cabinet,,,0.04035718458291775,"80.7142\,141.25015\,80.71449",true,0.143304,0.594419,0.101804,96.33512685612816,952.5202171086476,corner dresser,"corner cabinet,dresser,furniture"
wss.834f8ca3fdeae0a2524dd35a546a4c2b,"Bed,_AttributesTrain,SingleBed",n2821967,bed,,,0.028169957826458626,"116.188545\,100.42872\,225.28136",false,0.118349,0.710619,0.004956,71.768047387344,640.1464029560402,beautiful bed,"bed,bedroom"
wss.83521cc44e7e940a7168cf2bbe832657,Mirror,n3778568,mirror,,,0.04728184268143562,"63.420074\,137.64883\,5.1305385",true,0.012423,0.016324,0.002197,,,miroir fer forg eacute    iron mirror,*
wss.835270dfe61c470f121859336e292a5d,Refrigerator,n4077839,"refrigerator,icebox",,,0.02003903794000889,"82.66103\,166.57451\,55.759026",true,0.087654,0.640084,0.384096,235.40435863928087,5985.30287077957,kbfc  fss kitchenaid      cu  ft      in  width  french door,"architect,built,builtin,energy,energystar,green,in,kitchenaid,refrigerator,star"
wss.835d3e4cf591ad35e53644a675fa445b,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.05204246804391599,"58.183594\,67.65521\,58.182617",true,0.004867,0.055463,0.001453,12.55686,83.67891504,schoolhouse ceiling fixture,"bronze,ceiling,fixture,light,lighting,semiflush"
wss.835f94a1d33ac78bdd7f1cd6f7ae0960,"TableClock,Clock",n3050242,clock,,,0.019752738046164838,"40.476917\,18.765102\,13.333095",true,7.57E-4,0.005665,0.00854,,,mantle clock,"antique,chimes,clock,enfield,english,forestville,made in canada,mantle,mechanism,movement"
wss.8361e67248bf5b8391e33af9e1f3def4,Desk,n3184367,desk,,,0.030070937299633966,"126.29795\,91.34047\,49.920166",false,0.045063,0.114693,0.034465,27.0378,164.28167280000002,antique desk,"antique,brass,desk,drawers,handles,nerd buster,old,wood,writing desk"
wss.837fd57a1794e5673645e4b10c30ac4c,"PottedPlant,_StanfordSceneDBModels",n17402,"plant,flora,plant life",,,0.01688917556699436,"87.49707\,144.40245\,73.41944",true,0.010513,0.019777,0.080562,17.4347592,97.867787808,hanging basket plant stand,"hanging basket plant,plant shelf,plants"
wss.838078d6db504c0b65d3c9e33375a5b6,Curtain,n3155743,"curtain,drape,drapery,mantle,pall","0\,0\,1","1\,0\,0",0.013636555755281618,"91.26824\,151.72305\,12.4017515",false,0.017843,0.018363,0.011943,31.973043362150104,94.71727141051616,curtain,*
wss.8385d5c74fd90ddce95e8a5faf311c2,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.04944160087448466,"101.21921\,110.951836\,77.86059",true,0.069304,0.242218,0.006837,48.329455961676324,1058.3178706540107,ikea eina night stand,"bed,bedroom,book,component,eina,furniture,home,ikea,inside,night,sleep,stand,storage,table,wheel,white"
wss.8388c3768d0fea210bc2436075f6a52,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,1\,0","0\,0\,1",0.06099975042890732,"13.206421\,22.935242\,2.7618003",false,1.4E-4,8.69E-4,0.030327,,,samsung f,"cell,cellphone,ericsson,lg,mobile,nokia,phone,samsung,screen,siemens,sony,touch,touchscreen"
wss.8399da45a54688d6bb9760cf9cd1a953,Oven,n3868196,oven,"0\,0\,1","1\,0\,0",0.03432683260632199,"133.87465\,159.61977\,89.24598",true,0.11335,1.649706,1.108463,302.507068948923,10498.523924637657,stove,"bake,baker,chicken,clock,convection,cooker,handle,heater,hot,knob,oven,pan,pans,pot,potato,pots,stove,time,timer,upper,warm,warmer"
wss.83a4d0bf396b11431724106da18f509e,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.02842813487842312,"56.85627\,69.918144\,56.85627",true,9.33E-4,7.83E-4,0.001432,2.40714,16.041180960000002,modern chandelier,"architecture,ceiling,chandelier,details,hanging,interior,lamp,light,lighting,modern,mounted"
wss.83b080e6ea2a46242974cfd5336a9b09,Printer,n4011143,printer,"0\,0\,1","1\,0\,0",0.0017617075059084414,"39.267418\,24.749348\,43.633392",false,0.003597,0.015128,0.097041,,,printer,*
wss.83bb21588d47ac57438d8caa9ae106fa,"TV,_AttributesTrain",n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.014548113020409377,"95.84239\,54.427235\,3.8191757",false,0.007913,0.01991,0.015026,19.62692237152944,132.8639319586074,lg plasma,television
wss.83be8773a6f0abe9eb65e4b964e1175e,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.02375110883410142,"92.573265\,58.790646\,11.684357",false,0.009084,0.033422,0.080342,22.53139932048192,152.52571185542652,tv plasma   panasonic,"genius,gfp,panasonic,plasma,television,tv"
wss.83c14d34da7f6bc293e4418e4108eed8,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.018511099171080243,"135.59381\,66.63995\,29.617758",false,0.031907,0.090493,0.00707,26.767460035948858,318.11803805436097,fjallnas occasional table  ikea,"fjallnas,furniture,ikea,modern,side,table"
wss.83c33ab5e108f688657bf7ec906f4721,Fireplace,n3351301,"fireplace,hearth,open fireplace","0\,0\,1","1\,0\,0",0.0030868567846509217,"217.39188\,167.15329\,46.76588",true,0.183895,1.098552,1.033796,316.9938968069595,4858.445953978487,fireplace,"fire,fireplace,fireplaces"
wss.83d32cce7dcba1fcefa74f1d0bc6e6,Sink,n4230655,sink,"0\,0\,1","1\,0\,0",0.001292136273850768,"153.32878\,126.098946\,97.145386",true,0.089673,0.495361,0.007605,238.43143280081674,5912.158822536214,sink,*
wss.83e9b444f0c80f1b984073992e3ee8e4,Gun,n3472916,gun,"0\,0\,1","1\,0\,0",0.006413810235987071,"12.0226555\,41.68626\,108.31708",false,0.00645,0.017606,0.001575,,,m  final,"bioware,bioware corp,gun,mass effect"
wss.83ecec98acd12e53ab1be941467a2a97,"PottedPlant,_StanfordSceneDBModels,_SceneGalleryModels",n17402,"plant,flora,plant life",,,0.02528096405658135,"108.411644\,58.855602\,40.262436",true,0.014197,0.068702,0.224674,23.5443048,132.162939552,tulips window planter,"flower,landscape architecture,ornamentals,plant materials,planter,pot,tulip"
wss.83fd038152fca4ba1c5fa3821fb8a849,Couch,n4263630,"sofa,couch,lounge",,,2.286981636407127E-5,"219.70734\,76.46294\,81.03416",false,0.189915,0.694349,0.05097,300.85425826214384,2856.5937078020625,sofa  d,"maotri,sofa"
wss.83fd0b145f76fb012f81cb887dc35578,Stapler,n4310635,"stapler,stapling machine","0\,0\,1","1\,0\,0",0.028193932537618534,"4.821167\,6.3433533\,18.467361",false,6.5E-5,2.4E-4,0.008074,,,correctstapler,
wss.83fd5e88eca47f1dab298e30fc6f45ba,Bottle,n2879899,bottle,"0\,1\,0","0\,0\,1",0.0011760663009987439,"8.264406\,36.069485\,8.264382",true,1.97E-4,0.001218,0.004264,0.44480647241439997,7.0385319517049405,bottle,*
wss.841082ec0a936a16a4bec68446bb57f4,"Table,EndTable,_Attributes",n4386330,table,"0\,0\,1","0\,-1\,0",0.02703422632531319,"62.178833\,62.70805\,64.33477",false,0.009446,0.023942,0.009044,7.92445004229708,94.17817367541586,end table,*
wss.841f48a81cf3f066ac00fd1150223027,"Table,DiningTable,_StanfordSceneDBModels",n3184367,desk,"0\,0\,1","-1\,0\,0",0.028389841649265057,"144.78825\,85.169525\,119.23728",false,0.049762,0.278656,0.030197,41.74639879364676,496.13532483972523,table,"chess,chess table,dilbert,expensive,expensive table,fancy,fancy table,granite,granite table,house,table,victorian,victorian table,wood,wood table"
wss.8421fd68fddd2a033f40a91f25bb93a,"Table,ChestOfDrawers",n4386330,table,"0\,0\,1","0\,-1\,0",0.030776169568740856,"98.48374\,100.40725\,94.00458",true,0.080086,0.419717,0.019752,67.18584650512429,798.4705925226926,router table,"router,router table,table,woodworking"
wss.8422870b0a65255d5cae1a083183a237,"Lamp,FloorLamp,_StanfordSceneDBModels",n3371905,floor lamp,,,0.02833674723315646,"67.129814\,175.15227\,67.12987",true,0.029092,0.062623,0.163091,62.53816925806073,619.346630445181,giorgetti planet floor lamp,"brand,bureau,chair,contemporary,design,entertainment,exclusive,expensive,fabric,furniture,italian,leather,light,lighting,living,lounge,luxury,manufacturer,modern,office,room,seat,wood"
wss.8432562562f105887b6fd5468f603b31,Camera,n2946154,"camera,photographic camera",,,0.0027652609714993045,"17.723803\,12.127964\,7.738942",false,1.07E-4,0.001355,0.010915,,,camera,"cam,camera,made,my,sketchosaurus"
wss.8442df5146f188a925ebd1cd0b422e32,TrashBin,n3963609,planter,,,0.016342969366425247,"55.224525\,59.485138\,55.224525",true,0.009149,0.079121,0.004924,,,rs tr,"ash,ashtray,cast concrete,cement,city amenities,concrete,container,exterior,furnishing,korneday design,kornegay,landscape amenities,landscaping,outside,park,planter,pot,public,public amenities,public furniture,ribbed,site,site amenities,site furnishing,street,street furniture,streetscape,trash receptacle,trashcan,waste receptacle"
wss.8449704b3c3c290ec5243a0ab191990d,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.04713692842018489,"61.240784\,51.961853\,57.529205",false,0.007667,0.110391,0.04688,,,monitor,monitor
wss.8456c4a8189a91fb27eb00c151c6f711,"Fish,_Attributes",n2514684,fish,"0\,0\,1","1\,0\,0",0.2412576616124518,"35.66763\,17.302277\,13.32536",,,,,,,fish,"fish,freshwater fish,neon tetra fish,tetra neon fish,troical freshwater fresh,tropical fish"
wss.846b6c8cf241ce2648d13901d1f48e04,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.00406224063016588,"98.4807\,48.481747\,10.663382",false,0.010312,0.018299,0.0779,25.57725559145856,173.14455533390114,tv,"base,black,flat,futuristic,lcd,metal,modern,off,on,plasma,plastic,screen,silver,stand,tfjm,tv,white"
wss.84773a773c613e15fa77e1d5896961bf,Lamp,n3641940,lamp,,,0.024124683840527947,"62.688663\,81.420815\,40.94094",true,0.007851,0.026483,0.005098,16.87705097088666,167.14183953063093,isamu noguchi inspired geometric electric lantern,"lamp,lantern,noguchi"
wss.847c29f54d8d4e77e074517a246f1e65,"Books,_StanfordSceneDBModels,_SceneGalleryModels",n6422547,book,"0\,0\,1","-1\,0\,0",0.018654839106797407,"35.12297\,21.960476\,17.955292",false,0.001331,0.00894,0.052066,,,award bookend,"award,bookend,gary spykman,plaque,sculpture,spykman design,stained glass"
wss.84834d0773ae14cab2c2cd006d206129,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",,,0.02137629196520068,"144.82437\,91.38365\,44.62301",true,0.090079,0.347088,0.007681,60.55498724441166,598.7416166815293,mission sideboard,
wss.848427b0dc5d8c4f1783a44a88d6274,"Chair,SideChair",n4598236,Windsor chair,"0\,0\,1","0\,-1\,0",0.02679884693730538,"60.97622\,96.18856\,62.325005",false,0.013114,0.027064,0.007059,15.533421869341199,154.64281382057206,courtroom arm chair upholstered,"chair,furniture,library,moser,seating,thos"
wss.849c1f116afb9875850130934a5671bf,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","0\,1\,0",0.04516627948258072,"94.84923\,112.915695\,82.89095",true,0.086802,0.28246,0.037198,60.53176492533515,1325.5238919616388,early american night stand,night stand table end table early american
wss.84a354fd068a410d40719bb3f7e29ad5,Table,n3626176,kitchen table,"0\,0\,1","0\,-1\,0",0.018498950304280375,"133.19244\,63.185566\,44.39749",false,0.016645,0.030382,0.002274,13.963844056112102,165.95338776490547,butcher block food service prep table,"bakery table,bally block,butcher block,butcherblock,michigan maple block,preperation table,wood top,woodwelded"
wss.84ab363e60b9bd9185d624cfcd9a37a7,"Lamp,TableLamp",n3641940,lamp,,,0.032476686799924055,"43.031612\,54.195473\,43.031612",true,0.002192,0.017244,0.033237,4.71207435080672,46.66601862834581,pleated desk lamp,"bedroom,light"
wss.84c52a5ac0f8d1d060ddc468fe733ed1,"ChestOfDrawers,Nightstand",n3018908,"chest of drawers,chest,bureau,dresser",,,0.023202407668781157,"55.696213\,69.61233\,55.69594",true,0.011828,0.031535,0.010559,8.24830897372024,180.62137501580918,animated night stand,"animation,bedroom,furniture,night stand,table"
wss.84d40caa5f61e052a12915a8b04b1ca,"_StanfordSceneDBModels,PowerSocket",n4556057,"wall socket,wall plug,electric outlet,electrical outlet,outlet,electric receptacle","-1\,0\,0","0\,0\,1",0.04762181789111182,"26.192\,23.81091\,1.2628591",true,1.95E-4,2.42E-4,0.011607,,,double wall outlet,"interior,outlet,wall,wall outlet,walloutlet"
wss.84ee4277a86c173b8c4f202fffc87396,"Desk,_StanfordSceneDBModels,_OIMwhitelist",n3184367,desk,,,0.014355726928356204,"137.81497\,60.294056\,189.63916",false,0.10413,0.210016,0.222574,62.478,379.616328,reception desk,"accesible desk,accesible reception desk,designhaus,desk,handicap reception,reception,reception desk"
wss.84f3f1dec806b1df82e8c06333eee87,"Lamp,FloorLamp",n3371905,floor lamp,,,0.019417818708299873,"33.52436\,167.7748\,41.2324",true,0.004974,0.007517,0.001374,10.69245338545284,105.89269008092704,scenecaster bamboo task floor lamp,"bamboo,cfl,furniture,lamp,led eco,scenecaster,task lamp"
wss.84f45a5c3f9de48ae1c30bc7caf261be,"_GeoAutotagEvalSet,Wii,VideoGameConsole",,,"0\,0\,1","1\,0\,0",0.02867166173010654,"15.268578\,22.18275\,27.572615",false,4.74E-4,0.002727,0.017763,,,nintendo wii,"game console,nintendo,nintendo wii,perfect scale,videogame console,wii"
wss.84fbbbbd32a62581727ae3c2f4a1a1,Oven,n3868196,oven,"0\,0\,1","1\,0\,0",0.05143491276788978,"130.67297\,150.8622\,107.385315",true,0.09975,1.403439,0.021393,266.21155825015506,9238.8862945091,stove,
wss.8508808961d5a0b2b1f2a89349f43b2,"Lamp,FloorLamp,_StanfordSceneDBModels,_AttributesTrain",n3371905,floor lamp,,,0.02319704912524837,"80.3808\,187.29901\,80.38081",true,0.024429,0.03312,0.144101,52.514262917818144,520.0748946495712,floor lamp,"floor lamp,lamp,lighting,modern furniture"
wss.85335cc8e6ac212a3834555ce6c51ffe,"Lamp,LampPost",n3641940,lamp,,,0.010734016788448793,"12.003319\,115.67782\,23.614834",true,0.001222,0.002462,0.001633,2.6268954638165196,26.015453815619793,new orleans street lamp,"french quarter,gas light,lamp post,lantern,new orleans,street light"
wss.85395b5f99177f864311b8458795b94b,Monitor,n3089261,computer monitor,"0\,0\,1","1\,0\,0",5.840553874675327E-4,"55.26624\,39.2376\,18.116667",,,,,,,computer monitor,"board,circut,circut board,computer monitor,laptop,mac,monitor,pc,speaker,speakers,spyshadow,windows,windows xp,xp"
wss.856af7985cf65ce9c2e7d069edab0831,"CellPhone,_AttributesTrain",,,"0\,0\,1","1\,0\,0",0.03705054005193951,"10.564365\,24.356659\,1.7941803",false,1.2E-4,4.81E-4,0.001162,,,nokia n,"apple,brasil telecom,celular,claro,google,iphone,lg,marmo,motorola,music,nokia,nserie,oi,operadoras,pessoas,samsung,sony,tecnologia,tim,vivo,woow"
wss.8574daf4d23e75da042d36b1c1b84,"Desk,_StanfordSceneDBModels,_OIMwhitelist",n3184367,desk,"0\,0\,1","1\,0\,0",0.034315489604731506,"140.50444\,97.27241\,79.87754",false,0.094247,0.161311,0.279663,56.5482,343.58686320000004,study desk,"desk,furniture,study"
wss.8589e65944de365351c41225db8e334,"Bookcase,6Shelves",n2874241,bookcase,,,0.019312656148245035,"60.82733\,153.58893\,25.007862",true,0.05955,0.216948,0.125406,44.428204941227996,497.1497973577672,ikea billy bookcase with glass doors,bookcase
wss.859182efd11b40669018dc7bde518d9,"Lamp,LampPost",n3642472,lamppost,,,0.011623379263424464,"14.765062\,112.88602\,33.840305",true,0.00173,0.004277,0.002411,3.7189272932918,36.830388789707236,freestanding garden globe light,"garden,globe light,lamp,light"
wss.859e9c3a93ad1f03e1f4f9b641386c6a,"WallArt,Picture",,,"0\,0\,1","0\,-1\,0",0.047485863639968796,"90.28015\,105.114235\,8.345703",true,0.018298,0.075295,0.08079,22.17032057086112,507.48809450570417,cuadro de hilo,"cocina,cuadro,decoracion,decoration,hilo,interior,picture,rubicundo"
wss.85a94f368a791343985b19765176f4ab,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,-1\,0","0\,0\,1",0.05023809282612377,"11.867241\,23.734535\,1.9778787",false,1.23E-4,5.67E-4,0.027802,,,telephone,"telephone,thekiller"
wss.85ad6844a52ec08cdf7d84aa9195db06,Vase,n4529463,vase,,,0.019301604121980103,"45.457\,48.28721\,45.457214",true,0.004528,0.030077,0.036759,10.717843596248002,270.6963578215639,vase,"follow me,vase"
wss.85b52753cc7e7207cf004563556ddb36,"Lamp,TableLamp",n4387620,table lamp,,,0.01850929381758163,"47.36639\,46.273235\,47.366207",true,0.002629,0.052827,0.041807,5.651479684430139,55.96941741511001,kare        table lamp ball large  tl ball large,"ball,design,kare,kare design,lamp,lampe,leuchte,light,round,rund,stone,stylish,trendy"
wss.85b635390f64d31235836c728d324152,"Lamp,CeilingLamp",n3641940,lamp,,,0.015927355699569816,"37.392174\,92.87337\,36.369637",true,0.00428,0.014291,0.003475,11.0424,73.58655360000002,kare       hanging lamp disco deluxe  h auml ngeleuchte disco deluxe,"decoration,design,hanging lamp,kare,leuchte,lifestyle,living,trendy,wohnen"
wss.85bfe7aa76b35a8033d41eef0a52e275,"ChestOfDrawers,Nightstand",,,,,0.025851920842797325,"64.12077\,68.19219\,47.836132",true,0.010295,0.123523,0.012886,7.1792645319961,157.21145212950248,hemnes meuble  agrave  deux tiroirs  ikea,"hemnes,house,ikea,maison,meuble,tiroir,tiroirs"
wss.85c9d40715e2607fe9f110baa2a9ff2b,"Table,EndTable,_StanfordSceneDBModels",n4386330,table,"0\,0\,1","-1\,0\,0",0.029085878566835036,"64.98949\,39.63678\,47.074036",false,0.005314,0.011379,9.02E-4,4.458027474567721,52.981454045221255,side table,"side table,vintage,wood"
